Champion,Patch
Jhin,8.12
Jhin,8.11
Jhin,7.9
Jhin,7.7
Jhin,7.6
Jhin,7.5
Jhin,7.4
Jhin,7.22
Jhin,7.19
Jhin,7.17
Jhin,7.12
Jhin,6.7
Jhin,6.4
Jhin,6.3
Jhin,6.24
Jhin,6.2
Jhin,6.17
Jhin,10.2
Jinx,9.7
Jinx,9.18
Jinx,9.16
Jinx,9.1
Jinx,8.3
Jinx,8.2
Jinx,8.14
Jinx,8.13
Jinx,8.11
Jinx,8.1
Jinx,7.9
Jinx,7.7
Jinx,7.23
Jinx,7.22
Jinx,7.17
Jinx,7.15
Jinx,7.13
Jinx,6.22
Jinx,6.20
Jinx,6.17
Jinx,6.10
Jinx,6.1
Jinx,5.8
Jinx,5.24
Jinx,5.22
Jinx,5.10
Jinx,4.5
Jinx,4.21
Jinx,4.13
Jinx,4.1
Jinx,3.13
Jinx,3.12
Jinx,10.4
Jinx,10.3
Jinx,10.2
Kaisa,9.4
Kaisa,9.22
Kaisa,9.2
Kaisa,9.18
Kaisa,8.9
Kaisa,8.8
Kaisa,8.7
Kaisa,8.6
Kaisa,8.5
Kaisa,8.24
Kaisa,8.21
Kaisa,8.18
Kaisa,8.11
Kaisa,10.7
Kaisa,10.6
Kaisa,10.5
Kalista,9.4
Kalista,9.22
Kalista,9.17
Kalista,9.14
Kalista,9.1
Kalista,8.4
Kalista,8.3
Kalista,8.14
Kalista,8.13
Kalista,8.11
Kalista,7.9
Kalista,7.7
Kalista,7.22
Kalista,7.18
Kalista,7.1
Kalista,6.6
Kalista,6.18
Kalista,6.17
Kalista,6.1
Kalista,5.9
Kalista,5.4
Kalista,5.22
Kalista,5.20
Kalista,5.17
Kalista,5.14
Kalista,5.13
Kalista,5.1
Kalista,4.21
Kalista,4.20
Kalista,10.1
Karma,9.6
Karma,9.24b
Karma,9.24
Karma,9.19
Karma,9.16
Karma,9.15
Karma,9.14
Karma,9.13
Karma,9.12
Karma,8.8
Karma,8.3
Karma,8.24
Karma,8.21
Karma,8.2
Karma,8.14
Karma,8.12
Karma,7.9
Karma,7.7
Karma,7.23
Karma,7.22
Karma,7.20
Karma,7.18
Karma,7.15
Karma,7.12
Karma,7.1
Karma,6.7
Karma,6.6
Karma,6.24
Karma,6.2
Karma,6.15
Karma,5.5
Karma,5.22
Karma,5.17
Karma,5.10
Karma,4.5
Karma,4.17
Karma,3.8
Karma,3.7
Karma,3.6
Karma,3.5
Karma,10.2
Karthus,9.8
Karthus,9.4
Karthus,9.18
Karthus,9.13
Karthus,9.11
Karthus,9.1
Karthus,8.9
Karthus,8.7
Karthus,8.3
Karthus,8.21
Karthus,7.9
Karthus,7.8
Karthus,7.24
Karthus,7.22
Karthus,6.7
Karthus,6.4
Karthus,5.6
Karthus,5.5
Karthus,5.24
Karthus,4.9
Karthus,4.5
Karthus,4.4
Karthus,4.11
Karthus,4.10
Karthus,3.7
Karthus,3.12
Karthus,3.10
Kassadin,9.24
Kassadin,9.2
Kassadin,9.16
Kassadin,9.1
Kassadin,8.9
Kassadin,8.8
Kassadin,8.3
Kassadin,8.24b
Kassadin,8.2
Kassadin,8.17
Kassadin,8.15
Kassadin,8.13
Kassadin,7.9
Kassadin,7.8
Kassadin,7.7
Kassadin,7.22
Kassadin,7.10
Kassadin,6.15
Kassadin,6.1
Kassadin,5.7
Kassadin,5.5
Kassadin,5.4
Kassadin,5.3
Kassadin,5.22
Kassadin,5.21
Kassadin,5.16
Kassadin,4.9
Kassadin,4.7
Kassadin,4.6
Kassadin,4.5
Kassadin,4.4
Kassadin,4.3
Kassadin,4.14
Kassadin,4.12
Kassadin,3.9
Kassadin,3.13
Kassadin,3.11
Kassadin,3.03
Kassadin,10.6
Kassadin,10.1
Katarina,9.6
Katarina,9.4
Katarina,9.2
Katarina,9.16
Katarina,9.15
Katarina,9.14
Katarina,9.1
Katarina,8.9
Katarina,8.3
Katarina,8.2
Katarina,8.10
Katarina,7.7
Katarina,7.5
Katarina,7.4
Katarina,7.24b
Katarina,7.22
Katarina,7.2
Katarina,7.17
Katarina,6.4
Katarina,6.24
Katarina,6.23
Katarina,6.22
Katarina,6.17
Katarina,6.16
Katarina,6.1
Katarina,5.6
Katarina,5.4
Katarina,5.11
Katarina,4.5
Katarina,4.20
Katarina,4.15
Katarina,3.12
Katarina,3.01
Katarina,10.3
Katarina,10.2
Kayle,9.9
Kayle,9.8
Kayle,9.7
Kayle,9.6
Kayle,9.5
Kayle,9.22
Kayle,9.19
Kayle,9.18
Kayle,9.17
Kayle,9.1
Kayle,8.9
Kayle,8.3
Kayle,8.2
Kayle,8.1
Kayle,7.9
Kayle,7.22
Kayle,7.19
Kayle,6.7
Kayle,6.14
Kayle,5.16
Kayle,5.13
Kayle,4.5
Kayle,4.3
Kayle,4.2
Kayle,4.19
Kayle,4.15
Kayle,4.14
Kayle,4.13
Kayle,4.11
Kayle,3.12
Kayle,3.03
Kayn,9.9
Kayn,9.8
Kayn,9.21
Kayn,9.2
Kayn,9.15
Kayn,9.1
Kayn,8.7
Kayn,8.6
Kayn,8.17
Kayn,7.24b
Kayn,7.22
Kayn,7.16
Kayn,7.15
Kayn,7.14
Kayn,10.6
Kayn,10.5
Kayn,10.3
Kennen,9.9
Kennen,9.6
Kennen,9.4
Kennen,9.14
Kennen,9.13
Kennen,8.9
Kennen,8.3
Kennen,8.22
Kennen,8.14
Kennen,8.10
Kennen,7.9
Kennen,7.7
Kennen,7.4
Kennen,7.3
Kennen,7.22
Kennen,7.13
Kennen,7.1
Kennen,6.9
Kennen,6.8
Kennen,6.7
Kennen,6.17
Kennen,5.3
Kennen,5.13
Kennen,4.5
Kennen,4.21
Kennen,3.9
Kennen,3.14
Kennen,3.02
Kennen,3.01
Khazix,9.16
Khazix,9.15
Khazix,9.13
Khazix,9.1
Khazix,8.9
Khazix,8.6
Khazix,8.4
Khazix,8.3
Khazix,8.24
Khazix,8.2
Khazix,8.19
Khazix,8.11
Khazix,7.8
Khazix,7.4
Khazix,7.3
Khazix,7.22
Khazix,7.2
Khazix,7.18
Khazix,7.14
Khazix,7.13
Khazix,7.1
Khazix,6.6
Khazix,6.23
Khazix,6.22
Khazix,6.2
Khazix,6.17
Khazix,6.1
Khazix,5.8
Khazix,5.23
Khazix,5.21
Khazix,5.11
Khazix,4.9
Khazix,4.8
Khazix,4.7
Khazix,4.5
Khazix,4.3
Khazix,4.20
Khazix,4.2
Khazix,4.18
Khazix,4.12
Khazix,3.8
Khazix,3.13
Khazix,3.11
Kindred,9.9
Kindred,9.24b
Kindred,9.21
Kindred,9.18
Kindred,8.24
Kindred,8.15
Kindred,8.13
Kindred,8.12
Kindred,8.11
Kindred,8.10
Kindred,7.9
Kindred,7.5
Kindred,7.22
Kindred,7.15
Kindred,7.14
Kindred,7.13
Kindred,7.12
Kindred,7.11
Kindred,6.9
Kindred,6.7
Kindred,6.4
Kindred,6.24
Kindred,6.2
Kindred,6.13
Kindred,6.12
Kindred,6.11
Kindred,5.24
Kindred,5.22
Kindred,5.21
Kindred,5.20
Kindred,10.6
Kled,9.21
Kled,9.2
Kled,9.14
Kled,9.1
Kled,8.7
Kled,8.22
Kled,7.5
Kled,7.4
Kled,7.3
Kled,7.24b
Kled,7.22
Kled,7.10
Kled,6.24
Kled,6.22
Kled,6.20
Kled,6.19
Kled,6.18
Kled,6.17
Kled,6.16
KogMaw,9.8
KogMaw,9.21
KogMaw,9.1
KogMaw,8.4
KogMaw,8.3
KogMaw,8.24
KogMaw,8.19
KogMaw,8.14
KogMaw,8.11
KogMaw,8.1
KogMaw,7.9
KogMaw,7.23
KogMaw,7.22
KogMaw,7.14
KogMaw,6.8
KogMaw,6.7
KogMaw,6.5
KogMaw,6.4
KogMaw,6.3
KogMaw,6.24
KogMaw,6.21
KogMaw,6.20
KogMaw,6.19
KogMaw,5.24
KogMaw,5.22
KogMaw,4.5
KogMaw,4.4
KogMaw,4.18
KogMaw,4.14
KogMaw,4.13
KogMaw,3.8
KogMaw,10.1
Leblanc,9.9
Leblanc,9.6
Leblanc,9.3
Leblanc,9.16
Leblanc,9.15
Leblanc,9.14
Leblanc,9.1
Leblanc,8.8
Leblanc,8.3
Leblanc,8.24
Leblanc,8.23
Leblanc,8.22
Leblanc,8.20
Leblanc,8.2
Leblanc,8.14
Leblanc,8.11
Leblanc,8.10
Leblanc,7.9
Leblanc,7.6
Leblanc,7.5
Leblanc,7.3
Leblanc,7.22
Leblanc,7.2
Leblanc,7.16
Leblanc,7.1
Leblanc,6.7
Leblanc,6.24
Leblanc,6.23
Leblanc,6.22
Leblanc,6.15
Leblanc,6.1
Leblanc,5.6
Leblanc,5.22
Leblanc,5.16
Leblanc,5.11
Leblanc,4.5
Leblanc,4.4
Leblanc,4.19
Leblanc,4.17
Leblanc,4.13
Leblanc,4.10
Leblanc,3.9
Leblanc,10.6
LeeSin,9.18
LeeSin,9.17
LeeSin,9.16
LeeSin,9.15
LeeSin,9.14
LeeSin,8.6
LeeSin,8.3
LeeSin,8.2
LeeSin,8.19
LeeSin,8.17
LeeSin,8.15
LeeSin,8.14
LeeSin,8.13
LeeSin,8.12
LeeSin,8.11
LeeSin,7.24
LeeSin,7.22
LeeSin,7.19
LeeSin,7.18
LeeSin,7.14
LeeSin,7.11
LeeSin,7.10
LeeSin,7.1
LeeSin,6.8
LeeSin,6.7
LeeSin,6.21
LeeSin,6.19
LeeSin,6.18
LeeSin,6.17
LeeSin,6.14
LeeSin,5.16
LeeSin,4.5
LeeSin,4.20
LeeSin,4.18
LeeSin,4.15
LeeSin,4.13
LeeSin,3.15
LeeSin,10.6
LeeSin,10.4
LeeSin,10.3
Leona,9.7
Leona,9.17
Leona,9.14
Leona,8.9
Leona,8.8
Leona,8.7
Leona,8.3
Leona,8.16
Leona,8.14
Leona,7.7
Leona,7.24b
Leona,7.24
Leona,7.22
Leona,7.17
Leona,6.21
Leona,6.2
Leona,6.19
Leona,6.17
Leona,6.16
Leona,6.14
Leona,6.13
Leona,5.16
Leona,5.10
Leona,4.5
Leona,4.17
Leona,4.15
Leona,3.14
Leona,3.13
Leona,10.6
Leona,10.3
Lissandra,9.9
Lissandra,9.7
Lissandra,9.3
Lissandra,9.20
Lissandra,9.2
Lissandra,9.15
Lissandra,9.11
Lissandra,8.9
Lissandra,8.8
Lissandra,8.3
Lissandra,8.23
Lissandra,8.2
Lissandra,7.9
Lissandra,7.8
Lissandra,7.23
Lissandra,7.22
Lissandra,7.15
Lissandra,7.12
Lissandra,6.23
Lissandra,6.18
Lissandra,5.5
Lissandra,5.4
Lissandra,5.16
Lissandra,4.7
Lissandra,4.5
Lissandra,4.13
Lissandra,3.8
Lissandra,3.6
Lissandra,3.15
Lissandra,10.5
Lucian,9.8
Lucian,9.6
Lucian,9.5
Lucian,9.4
Lucian,9.22
Lucian,9.17
Lucian,9.15
Lucian,9.14
Lucian,9.13
Lucian,8.6
Lucian,8.3
Lucian,8.18
Lucian,8.13
Lucian,8.11
Lucian,8.10
Lucian,7.9
Lucian,7.8
Lucian,7.7
Lucian,7.5
Lucian,7.22
Lucian,7.2
Lucian,7.18
Lucian,7.14
Lucian,7.11
Lucian,7.10
Lucian,7.1
Lucian,6.7
Lucian,6.4
Lucian,6.22
Lucian,6.11
Lucian,5.23
Lucian,5.22
Lucian,5.16
Lucian,4.5
Lucian,4.21
Lucian,4.19
Lucian,4.18
Lucian,4.13
Lucian,4.12
Lucian,4.10
Lucian,3.15
Lucian,3.12
Lucian,10.6
Lucian,10.3
Lulu,9.8
Lulu,9.21
Lulu,9.20
Lulu,9.12
Lulu,8.8
Lulu,8.3
Lulu,8.22
Lulu,8.2
Lulu,8.12
Lulu,8.10
Lulu,8.1
Lulu,7.9
Lulu,7.7
Lulu,7.4
Lulu,7.3
Lulu,7.23
Lulu,7.22
Lulu,7.21
Lulu,7.2
Lulu,7.18
Lulu,7.17
Lulu,7.12
Lulu,7.10
Lulu,6.6
Lulu,6.22
Lulu,6.18
Lulu,6.16
Lulu,6.14
Lulu,6.13
Lulu,5.22
Lulu,5.18
Lulu,5.10
Lulu,4.5
Lulu,4.14
Lulu,4.13
Lulu,3.8
Lulu,3.6
Lulu,3.15
Lulu,3.14
Lulu,3.12
Lulu,3.11
Lulu,3.02
Lulu,3.01
Lulu,10.2
Lux,9.5
Lux,9.4
Lux,9.24
Lux,9.20
Lux,9.2
Lux,9.16
Lux,9.15
Lux,9.14
Lux,9.1
Lux,8.9
Lux,8.8
Lux,8.7
Lux,8.5
Lux,8.3
Lux,8.2
Lux,8.1
Lux,7.9
Lux,7.7
Lux,7.6
Lux,7.3
Lux,7.23
Lux,7.22
Lux,7.15
Lux,7.13
Lux,7.1
Lux,6.7
Lux,6.6
Lux,6.3
Lux,6.24
Lux,6.23
Lux,6.18
Lux,6.16
Lux,6.15
Lux,6.14
Lux,6.12
Lux,5.6
Lux,5.17
Lux,5.12
Lux,4.5
Lux,4.4
Lux,4.13
Lux,4.1
Lux,3.8
Lux,10.4
Lux,10.3
Lux,10.2
Malphite,9.23
Malphite,9.22
Malphite,9.17
Malphite,9.15
Malphite,9.14
Malphite,8.7
Malphite,7.22
Malphite,7.19
Malphite,7.15
Malphite,7.11
Malphite,7.1
Malphite,6.4
Malphite,6.2
Malphite,6.17
Malphite,5.23
Malphite,5.12
Malphite,5.11
Malphite,4.7
Malphite,4.5
Malphite,10.3
Malzahar,9.7
Malzahar,9.6
Malzahar,9.23
Malzahar,9.16
Malzahar,8.9
Malzahar,8.8
Malzahar,8.2
Malzahar,7.9
Malzahar,7.8
Malzahar,7.7
Malzahar,7.3
Malzahar,7.24
Malzahar,7.22
Malzahar,7.19
Malzahar,7.17
Malzahar,7.15
Malzahar,7.12
Malzahar,7.11
Malzahar,6.9
Malzahar,6.24
Malzahar,6.23
Malzahar,6.2
Malzahar,6.15
Malzahar,6.14
Malzahar,6.11
Malzahar,6.10
Malzahar,5.24
Malzahar,4.8
Malzahar,4.5
Malzahar,4.21
Malzahar,4.1
Malzahar,3.6
Malzahar,3.10
Maokai,9.9
Maokai,9.24b
Maokai,9.21
Maokai,8.8
Maokai,8.7
Maokai,8.22
Maokai,8.2
Maokai,8.17
Maokai,8.14
Maokai,8.1
Maokai,7.9
Maokai,7.4
Maokai,7.24
Maokai,7.22
Maokai,7.17
Maokai,7.16
Maokai,7.14
Maokai,7.13
Maokai,7.11
Maokai,7.10
Maokai,6.6
Maokai,6.11
Maokai,5.7
Maokai,5.22
Maokai,5.17
Maokai,4.6
Maokai,4.5
Maokai,4.20
Maokai,4.2
Maokai,4.17
Maokai,4.14
Maokai,4.11
Maokai,3.15
MasterYi,9.8
MasterYi,9.21
MasterYi,9.16
MasterYi,9.15
MasterYi,9.12
MasterYi,9.11
MasterYi,9.10
MasterYi,9.1
MasterYi,8.4
MasterYi,8.3
MasterYi,8.24
MasterYi,8.17
MasterYi,8.13
MasterYi,8.11
MasterYi,7.9
MasterYi,7.8
MasterYi,7.5
MasterYi,7.23
MasterYi,7.22
MasterYi,7.20
MasterYi,7.2
MasterYi,7.12
MasterYi,7.11
MasterYi,6.8
MasterYi,6.7
MasterYi,6.6
MasterYi,6.24
MasterYi,6.23
MasterYi,6.22
MasterYi,6.21
MasterYi,6.10
MasterYi,5.24
MasterYi,5.20
MasterYi,5.17
MasterYi,4.5
MasterYi,4.13
MasterYi,3.5
MasterYi,3.13
MasterYi,3.10
MasterYi,3.02
MasterYi,3.01
MasterYi,10.7
MasterYi,10.6
MasterYi,10.3
MissFortune,9.8
MissFortune,9.6
MissFortune,9.4
MissFortune,9.18
MissFortune,9.15
MissFortune,9.1
MissFortune,8.9
MissFortune,8.8
MissFortune,8.7
MissFortune,8.6
MissFortune,8.3
MissFortune,8.2
MissFortune,8.13
MissFortune,8.11
MissFortune,7.9
MissFortune,7.7
MissFortune,7.6
MissFortune,7.5
MissFortune,7.24b
MissFortune,7.22
MissFortune,7.21
MissFortune,7.20
MissFortune,6.8
MissFortune,6.7
MissFortune,6.18
MissFortune,6.16
MissFortune,6.15
MissFortune,6.13
MissFortune,6.1
MissFortune,5.24
MissFortune,5.23
MissFortune,5.22
MissFortune,5.19
MissFortune,5.17
MissFortune,5.14
MissFortune,4.6
MissFortune,4.5
MissFortune,4.17
MissFortune,4.13
MissFortune,3.8
MissFortune,3.7
MissFortune,3.01
MissFortune,10.7
MissFortune,10.6
MissFortune,10.5
MissFortune,10.3
MissFortune,10.2
MonkeyKing,9.7
MonkeyKing,9.6
MonkeyKing,9.4
MonkeyKing,9.20
MonkeyKing,9.14
MonkeyKing,9.11
MonkeyKing,8.7
MonkeyKing,8.6
MonkeyKing,8.3
MonkeyKing,8.20
MonkeyKing,8.2
MonkeyKing,8.17
MonkeyKing,8.16
MonkeyKing,8.14
MonkeyKing,7.22
MonkeyKing,7.1
MonkeyKing,6.7
MonkeyKing,6.22
MonkeyKing,5.22
MonkeyKing,5.20
MonkeyKing,4.5
MonkeyKing,4.21
MonkeyKing,4.19
MonkeyKing,4.18
MonkeyKing,3.12
MonkeyKing,3.11
MonkeyKing,10.7
MonkeyKing,10.6
MonkeyKing,10.4
Mordekaiser,9.6
Mordekaiser,9.2
Mordekaiser,9.19
Mordekaiser,9.17
Mordekaiser,9.15
Mordekaiser,9.14
Mordekaiser,9.13
Mordekaiser,9.12
Mordekaiser,9.1
Mordekaiser,8.23
Mordekaiser,8.20
Mordekaiser,8.2
Mordekaiser,8.14
Mordekaiser,7.22
Mordekaiser,7.20
Mordekaiser,7.16
Mordekaiser,6.7
Mordekaiser,6.5
Mordekaiser,6.16
Mordekaiser,6.15
Mordekaiser,6.13
Mordekaiser,6.1
Mordekaiser,5.8
Mordekaiser,5.4
Mordekaiser,5.23
Mordekaiser,5.21
Mordekaiser,5.18
Mordekaiser,5.17
Mordekaiser,5.16
Mordekaiser,4.9
Mordekaiser,4.5
Mordekaiser,3.7
Mordekaiser,10.6
Mordekaiser,10.5
Mordekaiser,10.4
Mordekaiser,10.3
Mordekaiser,10.1
Morgana,9.9
Morgana,9.7
Morgana,9.6
Morgana,9.5
Morgana,9.14
Morgana,9.13
Morgana,8.9
Morgana,8.3
Morgana,8.15
Morgana,7.9
Morgana,7.24
Morgana,7.22
Morgana,6.8
Morgana,6.7
Morgana,6.17
Morgana,5.9
Morgana,5.22
Morgana,5.18
Morgana,4.5
Morgana,4.14
Morgana,3.14
Morgana,3.13
Morgana,3.02
Morgana,10.6
Morgana,10.1
Nami,9.2
Nami,8.8
Nami,8.7
Nami,8.3
Nami,8.20
Nami,8.2
Nami,8.17
Nami,8.1
Nami,7.9
Nami,7.4
Nami,7.3
Nami,7.22
Nami,7.21
Nami,7.2
Nami,7.19
Nami,7.15
Nami,7.14
Nami,7.1
Nami,6.16
Nami,6.15
Nami,5.22
Nami,5.16
Nami,4.9
Nami,4.5
Nami,4.13
Nami,4.1
Nami,3.7
Nami,3.14
Nami,3.10
Nami,3.04
Nami,3.02
Nami,10.1
Nasus,9.6
Nasus,9.1
Nasus,8.7
Nasus,8.6
Nasus,8.3
Nasus,8.14
Nasus,7.4
Nasus,7.22
Nasus,7.15
Nasus,6.21
Nasus,6.17
Nasus,6.12
Nasus,5.9
Nasus,5.22
Nasus,5.16
Nasus,4.5
Nasus,4.13
Nasus,4.1
Nasus,3.6
Nasus,3.14
Nasus,3.13
Nasus,3.02
Nasus,3.01
Nasus,10.7
Nautilus,9.8
Nautilus,9.7
Nautilus,9.6
Nautilus,9.22
Nautilus,9.16
Nautilus,9.12
Nautilus,8.8
Nautilus,8.3
Nautilus,8.20
Nautilus,8.16
Nautilus,7.8
Nautilus,7.7
Nautilus,7.23
Nautilus,7.22
Nautilus,7.18
Nautilus,7.16
Nautilus,7.15
Nautilus,6.5
Nautilus,6.16
Nautilus,5.5
Nautilus,5.22
Nautilus,5.16
Nautilus,5.13
Nautilus,5.1
Nautilus,4.5
Nautilus,4.4
Nautilus,4.17
Nautilus,4.12
Nautilus,4.11
Nautilus,3.9
Nautilus,3.8
Nautilus,3.14
Nautilus,10.3
Nautilus,10.2
Neeko,9.9
Neeko,9.7
Neeko,9.6
Neeko,9.5
Neeko,9.4
Neeko,9.21
Neeko,9.20
Neeko,9.2
Neeko,9.17
Neeko,9.14
Neeko,9.10
Neeko,9.1
Neeko,8.24b
Neeko,8.24
Neeko,10.5
Nidalee,9.22
Nidalee,9.2
Nidalee,9.14
Nidalee,9.12
Nidalee,8.3
Nidalee,8.1
Nidalee,7.9
Nidalee,7.7
Nidalee,7.4
Nidalee,7.23
Nidalee,7.22
Nidalee,7.2
Nidalee,7.18
Nidalee,7.17
Nidalee,7.11
Nidalee,7.1
Nidalee,6.9
Nidalee,6.7
Nidalee,6.6
Nidalee,6.4
Nidalee,6.24
Nidalee,6.21
Nidalee,6.15
Nidalee,6.13
Nidalee,6.11
Nidalee,5.7
Nidalee,5.5
Nidalee,5.3
Nidalee,5.24
Nidalee,5.2
Nidalee,5.15
Nidalee,4.5
Nidalee,4.17
Nidalee,4.13
Nidalee,4.11
Nidalee,4.10
Nidalee,4.1
Nidalee,3.14
Nidalee,3.12
Nidalee,3.11
Nidalee,3.03
Nocturne,9.16
Nocturne,9.1
Nocturne,8.7
Nocturne,8.6
Nocturne,8.5
Nocturne,8.3
Nocturne,8.2
Nocturne,8.15
Nocturne,8.13
Nocturne,8.11
Nocturne,7.6
Nocturne,7.5
Nocturne,7.22
Nocturne,7.19
Nocturne,6.7
Nocturne,6.21
Nocturne,6.18
Nocturne,6.10
Nocturne,5.9
Nocturne,5.6
Nocturne,5.17
Nocturne,4.5
Nocturne,4.3
Nocturne,4.21
Nocturne,4.18
Nocturne,4.15
Nocturne,4.13
Nocturne,3.14
Nocturne,3.13
Nocturne,3.02
Nocturne,10.7
Nunu,9.5
Nunu,9.4
Nunu,9.20
Nunu,9.18
Nunu,9.10
Nunu,8.22
Nunu,8.21
Nunu,8.2
Nunu,8.19
Nunu,8.18
Nunu,8.17
Nunu,8.13
Nunu,8.1
Nunu,7.8
Nunu,7.7
Nunu,7.24
Nunu,7.22
Nunu,7.14
Nunu,7.13
Nunu,6.7
Nunu,6.21
Nunu,6.20
Nunu,6.2
Nunu,5.8
Nunu,5.23
Nunu,4.5
Nunu,4.20
Nunu,4.18
Nunu,3.9
Nunu,3.7
Nunu,3.6
Nunu,3.14
Nunu,3.01
Olaf,9.4
Olaf,9.1
Olaf,8.7
Olaf,8.5
Olaf,8.3
Olaf,8.2
Olaf,8.15
Olaf,7.22
Olaf,7.16
Olaf,7.15
Olaf,7.14
Olaf,7.10
Olaf,6.9
Olaf,6.8
Olaf,6.22
Olaf,5.9
Olaf,5.22
Olaf,5.17
Olaf,4.9
Olaf,4.5
Olaf,4.18
Olaf,4.13
Olaf,4.1
Olaf,3.6
Olaf,3.14
Olaf,3.13
Olaf,3.12
Olaf,3.01
Olaf,10.6
Orianna,9.8
Orianna,9.19
Orianna,9.16
Orianna,8.9
Orianna,8.3
Orianna,8.16
Orianna,8.13
Orianna,8.12
Orianna,7.9
Orianna,7.6
Orianna,7.5
Orianna,7.23
Orianna,7.22
Orianna,7.19
Orianna,7.18
Orianna,7.16
Orianna,7.15
Orianna,7.14
Orianna,6.6
Orianna,6.23
Orianna,6.17
Orianna,6.16
Orianna,6.1
Orianna,5.11
Orianna,4.5
Orianna,4.17
Orianna,4.16
Orianna,4.14
Orianna,3.9
Ornn,9.6
Ornn,9.23
Ornn,9.22
Ornn,9.2
Ornn,9.19
Ornn,9.13
Ornn,9.1
Ornn,8.4
Ornn,8.2
Ornn,8.14
Ornn,8.13
Ornn,8.1
Ornn,7.24
Ornn,7.22
Ornn,7.20
Ornn,7.19
Ornn,7.18
Ornn,7.17
Ornn,10.5
Ornn,10.3
Pantheon,9.22
Pantheon,9.20
Pantheon,9.19
Pantheon,9.18
Pantheon,9.17
Pantheon,9.16
Pantheon,9.1
Pantheon,8.9
Pantheon,8.7
Pantheon,8.3
Pantheon,8.2
Pantheon,8.14
Pantheon,7.22
Pantheon,7.15
Pantheon,7.14
Pantheon,6.5
Pantheon,6.20
Pantheon,6.2
Pantheon,5.8
Pantheon,5.22
Pantheon,5.17
Pantheon,4.9
Pantheon,4.5
Pantheon,4.21
Pantheon,4.2
Pantheon,4.19
Pantheon,4.15
Pantheon,4.13
Pantheon,4.10
Pantheon,3.15
Pantheon,10.2
Poppy,9.8
Poppy,9.23
Poppy,9.16
Poppy,9.15
Poppy,9.14
Poppy,8.9
Poppy,8.8
Poppy,8.4
Poppy,8.2
Poppy,8.14
Poppy,8.12
Poppy,8.10
Poppy,7.22
Poppy,7.17
Poppy,7.14
Poppy,7.13
Poppy,7.1
Poppy,6.7
Poppy,6.4
Poppy,6.3
Poppy,6.21
Poppy,6.2
Poppy,6.17
Poppy,6.14
Poppy,6.1
Poppy,5.24
Poppy,4.5
Poppy,4.16
Poppy,4.13
Poppy,3.8
Poppy,3.10
Poppy,10.5
Poppy,10.4
Pyke,9.7
Pyke,9.21
Pyke,9.14
Pyke,9.13
Pyke,8.24b
Pyke,8.22
Pyke,8.19
Pyke,8.13
Pyke,8.11
Pyke,10.4
Pyke,10.2
Qiyana,9.24b
Qiyana,9.23
Qiyana,9.21
Qiyana,9.20
Qiyana,9.17
Qiyana,9.15
Qiyana,9.14
Qiyana,9.13
Qiyana,10.6
Qiyana,10.4
Qiyana,10.2
Quinn,9.4
Quinn,8.7
Quinn,8.6
Quinn,8.3
Quinn,8.2
Quinn,8.16
Quinn,8.15
Quinn,7.9
Quinn,7.7
Quinn,7.6
Quinn,7.3
Quinn,7.22
Quinn,7.2
Quinn,7.18
Quinn,7.15
Quinn,7.13
Quinn,6.6
Quinn,6.5
Quinn,5.6
Quinn,5.24
Quinn,5.23
Quinn,5.22
Quinn,4.5
Quinn,4.14
Quinn,4.12
Quinn,3.7
Quinn,3.6
Quinn,3.03
Rakan,9.9
Rakan,9.5
Rakan,9.2
Rakan,9.19
Rakan,9.10
Rakan,8.7
Rakan,8.6
Rakan,8.4
Rakan,8.3
Rakan,8.16
Rakan,8.15
Rakan,8.14
Rakan,8.11
Rakan,7.9
Rakan,7.8
Rakan,7.22
Rakan,7.18
Rakan,7.13
Rakan,7.12
Rakan,7.11
Rakan,7.10
Rakan,10.6
Rakan,10.5
Rammus,9.7
Rammus,9.6
Rammus,9.24
Rammus,9.14
Rammus,9.13
Rammus,9.11
Rammus,9.1
Rammus,8.9
Rammus,8.3
Rammus,8.24
Rammus,8.16
Rammus,7.24b
Rammus,7.24
Rammus,7.23
Rammus,7.22
Rammus,7.21
Rammus,7.14
Rammus,7.13
Rammus,7.10
Rammus,6.8
Rammus,6.7
Rammus,6.15
Rammus,5.6
Rammus,5.24
Rammus,5.16
Rammus,4.5
Rammus,4.20
Rammus,4.17
Rammus,4.16
Rammus,4.13
Rammus,3.7
Rammus,3.15
Rammus,3.13
Rammus,10.5
Rammus,10.4
RekSai,9.9
RekSai,9.6
RekSai,9.4
RekSai,9.22
RekSai,9.2
RekSai,9.19
RekSai,9.17
RekSai,8.9
RekSai,8.8
RekSai,8.3
RekSai,8.24
RekSai,8.14
RekSai,7.22
RekSai,7.17
RekSai,7.14
RekSai,7.13
RekSai,7.12
RekSai,7.11
RekSai,6.3
RekSai,6.18
RekSai,6.17
RekSai,6.14
RekSai,5.7
RekSai,5.5
RekSai,5.2
RekSai,5.17
RekSai,5.13
RekSai,5.10
RekSai,5.1
RekSai,4.21
RekSai,10.6
Renekton,9.9
Renekton,9.8
Renekton,9.6
Renekton,9.14
Renekton,9.1
Renekton,8.8
Renekton,8.4
Renekton,8.3
Renekton,8.24
Renekton,8.18
Renekton,7.9
Renekton,7.24b
Renekton,7.24
Renekton,7.22
Renekton,7.11
Renekton,7.10
Renekton,6.8
